iter	RMSE
347	65.28674932
348	65.24229862
349	65.21390487
350	65.1971108
351	65.1605949
352	65.10973243
353	65.05883093
354	65.03553232
355	64.99104903
356	64.95358874
357	64.90549607
358	64.86415657
359	64.82383082
360	64.78713103
361	64.73703643
362	64.69248423
363	64.64924029
364	64.62272497
365	64.60367688
366	64.56036358
367	64.53374515
368	64.50019786
369	64.44317028
370	64.39501773
371	64.34161754
372	64.29906044
373	64.26461327
374	64.22732817
375	64.19009568
376	64.14471616
377	64.10258734
378	64.05471429
379	64.00565755
380	63.97145613
381	63.9301348
382	63.91623485
383	63.88457081
384	63.83638834
385	63.80529183
386	63.76388333
387	63.72445882
388	63.68404693
389	63.65269308
390	63.60909368
391	63.57769346
392	63.53476631
393	63.49816476
394	63.44924908
395	63.4107954
396	63.35323492
397	63.33773938
398	63.30019187
399	63.26011481
400	63.22042154
401	63.17415033
402	63.14520364
403	63.11062382
404	63.07382268
405	63.03100555
406	62.99522081
407	62.95815876
408	62.91475925
409	62.88222327
410	62.84736282
411	62.8145507
412	62.77527775
413	62.75916248
414	62.74777359
415	62.71584825
416	62.68285573
417	62.63993378
418	62.60143798
419	62.56558996
420	62.5450461
421	62.49823762
422	62.46777877
423	62.4218205
424	62.39345783
425	62.34848429
426	62.31536396
427	62.27327388
428	62.24044005
429	62.20071451
430	62.16336679
431	62.12132492
432	62.09082772
433	62.06012101
434	62.02918982
435	61.99174359
436	61.94556454
437	61.91647083
438	61.88195006
439	61.85567588
440	61.82466319
441	61.7954008
442	61.75621537
443	61.7182107
444	61.68548628
445	61.65511344
446	61.61697494
447	61.58477395
448	61.5459544
449	61.50158107
450	61.46354186
451	61.43641323
452	61.39924109
453	61.35642014
454	61.31504655
455	61.27679696
456	61.25445737
457	61.22009794
458	61.18374666
459	61.15620609
460	61.1228117
461	61.08622819
462	61.04987819
463	61.01778413
464	60.98399447
465	60.94142737
466	60.90903011
467	60.87427011
468	60.82006014
469	60.78138212
470	60.75024738
471	60.72358145
472	60.68778815
473	60.6488067
474	60.62063714
475	60.60188116
476	60.58700109
477	60.55328892
478	60.53651209
479	60.50526061
480	60.47227467
481	60.43926124
482	60.41063432
483	60.37663881
484	60.32926375
485	60.31341715
486	60.28546062
487	60.25786269
488	60.22142655
489	60.18733817
490	60.15440743
491	60.12557825
492	60.10340141
493	60.06748511
494	60.0290321
495	59.99206177
496	59.96048277
497	59.91552497
498	59.88310238
499	59.84733407
500	59.82132962
501	59.79694523
502	59.76863066
503	59.73781066
504	59.70596274
505	59.68356539
506	59.65795503
507	59.62135653
508	59.58418545
509	59.55928779
510	59.53135686
511	59.51223649
512	59.48024688
513	59.44539853
514	59.40185174
515	59.38885508
516	59.35923865
517	59.32854444
518	59.30960179
519	59.27507601
520	59.24347072
521	59.21658102
522	59.18104263
523	59.16243755
524	59.12916579
525	59.0957907
526	59.07850963
527	59.04347803
528	59.01611415
529	58.97105547
530	58.94351125
531	58.91892872
532	58.89283253
533	58.86238227
534	58.8345695
535	58.80574277
536	58.77757383
537	58.72970532
538	58.68905555
539	58.66511482
540	58.64022388
541	58.61546479
542	58.59121806
543	58.56249012
544	58.51673857
545	58.49739155
546	58.45901142
547	58.43986748
548	58.40967331
549	58.38253722
550	58.36026176
551	58.34507048
552	58.31030724
553	58.28520874
554	58.26441322
555	58.24034575
556	58.21714658
557	58.19087658
558	58.16980268
559	58.14595187
560	58.09929666
561	58.07694138
562	58.05890718
563	58.01138898
564	57.97158224
565	57.94171629
566	57.92316861
567	57.89117569
568	57.85951708
569	57.82737039
570	57.79914146
571	57.78323925
572	57.76602631
573	57.73885882
574	57.7099511
575	57.68591717
576	57.65533739
577	57.64345552
578	57.59376203
579	57.56785855
580	57.54219145
581	57.50477302
582	57.48604057
583	57.45992782
584	57.43855376
585	57.42796465
586	57.40307426
587	57.37938631
588	57.35771402
589	57.32747115
590	57.30790514
591	57.2844656
592	57.26354325
593	57.24657524
594	57.20900098
595	57.18798298
596	57.18143916
597	57.13849738
598	57.11115272
599	57.08268974
600	57.06939089
601	57.05411884
602	57.02872564
603	56.99671453
604	56.96694911
605	56.93467135
606	56.91203096
607	56.88349601
608	56.86032996
609	56.82515236
610	56.80109225
611	56.77098496
612	56.75122187
613	56.72219932
614	56.70032052
615	56.6810489
616	56.6562652
617	56.64060896
618	56.61149545
619	56.58552414
620	56.56188013
621	56.54297456
622	56.50256181
623	56.47439164
624	56.45283078
625	56.43029111
626	56.40593522
627	56.36908037
628	56.35250943
629	56.33294459
630	56.30773375
631	56.27731309
632	56.25467717
633	56.23210975
634	56.20456057
635	56.17206867
636	56.14247466
637	56.12632208
638	56.10991318
639	56.08452804
640	56.05550489
641	56.03154803
642	56.00876523
643	55.99624943
644	55.97689246
645	55.96139674
646	55.93497225
647	55.92145446
648	55.90780709
649	55.87380703
650	55.86116458
651	55.84217208
652	55.81031624
653	55.79297588
654	55.76959653
655	55.73071159
656	55.70690023
657	55.68163024
658	55.65296495
659	55.62125729
660	55.59147045
661	55.57907742
662	55.55691813
663	55.52397354
664	55.50923011
665	55.49125511
666	55.46545044
667	55.43505948
668	55.41217181
669	55.37695791
670	55.35535104
671	55.33792964
672	55.31899053
673	55.30332317
674	55.27352877
675	55.26005552
676	55.23897672
677	55.2195553
678	55.19872592
679	55.1853488
680	55.15431784
681	55.1332935
682	55.11752897
683	55.08852788
684	55.0769084
685	55.05470178
686	55.03556455
687	55.00690398
688	54.98701136
689	54.97029382
690	54.95340617
691	54.93542581
692	54.91516184
693	54.89975357
694	54.87322319
695	54.84398997
696	54.82361762
697	54.80759861
698	54.80117534
699	54.78820389
700	54.75626985
701	54.74051343
702	54.70601145
703	54.67064712
704	54.652229
705	54.63573877
706	54.60624692
707	54.58623622
708	54.56274237
709	54.53873462
710	54.51937924
711	54.4977971
712	54.47571966
713	54.45138001
714	54.43005858
715	54.40450273
716	54.38175595
717	54.37024992
718	54.34599239
719	54.33626429
720	54.30653731
721	54.29753849
722	54.26936546
723	54.25708381
724	54.24892
725	54.23719292
726	54.21689424
727	54.19515743
728	54.17358834
729	54.1553865
730	54.13874733
731	54.12425223
732	54.10586481
733	54.0814578
734	54.06655391
735	54.03772186
736	54.01640247
737	53.992899
738	53.9737222
739	53.95169652
740	53.93148776
741	53.90533313
742	53.87644709
743	53.85789132
744	53.83514932
745	53.81411779
746	53.80050454
747	53.79183224
748	53.76678862
749	53.74399627
750	53.72319166
751	53.70781765
752	53.68797927
753	53.66393071
754	53.64109418
755	53.6197379
756	53.59859741
757	53.58711854
758	53.56201655
759	53.54130472
760	53.5155867
761	53.4964589
762	53.47144251
763	53.44608859
764	53.42485705
765	53.40731031
766	53.3826886
767	53.36092973
768	53.34426674
769	53.3331375
770	53.30858994
771	53.28378907
772	53.26881754
773	53.25283771
774	53.23082649
775	53.19994044
776	53.16792887
777	53.1461922
778	53.12620913
779	53.10723935
780	53.08994084
781	53.06054351
782	53.03478461
783	53.00953693
784	52.9914483
785	52.96826659
786	52.94521647
787	52.92519463
788	52.9102169
789	52.88780225
790	52.87141849
791	52.85324101
792	52.83237147
793	52.81632873
794	52.8057485
795	52.78680417
796	52.76747714
797	52.74446391
798	52.71282128
799	52.68488189
800	52.66570648
801	52.63837496
802	52.61938611
803	52.59899529
804	52.57717383
805	52.56077249
806	52.54514896
807	52.53077693
808	52.52240746
809	52.50391344
810	52.48759403
811	52.47209092
812	52.471678
813	52.45436219
814	52.41963078
815	52.3915632
816	52.36691656
817	52.34652561
818	52.33584331
819	52.32080182
820	52.30134868
821	52.28742722
822	52.27009492
823	52.25495396
824	52.23665886
825	52.221903
826	52.20061515
827	52.18112858
828	52.16741768
829	52.1539609
830	52.15357548
831	52.12633304
832	52.11509943
833	52.09923087
834	52.07353283
835	52.06076668
836	52.03772815
837	52.01269633
838	51.98783332
839	51.97241443
840	51.95344452
841	51.93792239
842	51.92139315
843	51.91125202
844	51.88990459
845	51.86830219
846	51.85158067
847	51.83482163
848	51.81807503
849	51.79911652
850	51.77541931
851	51.75594926
852	51.73838431
853	51.72790805
854	51.70141361
855	51.67667817
856	51.66995441
857	51.66029175
858	51.65228304
859	51.62192993
860	51.60714213
861	51.58434947
862	51.56894957
863	51.54803898
864	51.53357834
865	51.51703858
866	51.49286918
867	51.47844067
868	51.4513686
869	51.43442676
870	51.42350783
871	51.40168823
872	51.37734693
873	51.35725193
874	51.34067851
875	51.33225742
876	51.30827802
877	51.28937279
878	51.2745735
879	51.25127397
880	51.22160452
881	51.20458687
882	51.19979908
883	51.18222812
884	51.15391003
885	51.13810531
886	51.12691013
887	51.10605226
888	51.09315119
889	51.0750197
890	51.06489861
891	51.05878113
892	51.0345159
893	51.01834691
894	50.99268684
895	50.96867291
896	50.95722373
897	50.94299241
898	50.93051959
899	50.92278347
900	50.90227985
901	50.89235195
902	50.86833254
903	50.84492351
904	50.84461776
905	50.83233812
906	50.80736611
907	50.78727289
908	50.76686749
909	50.74570308
910	50.72455945
911	50.70617511
912	50.69585576
913	50.69374199
914	50.6931901
915	50.67800789
916	50.65555547
917	50.64327042
918	50.62384696
919	50.59833066
920	50.58125291
921	50.56577187
922	50.55062287
923	50.55044552
924	50.53330815
925	50.523953
926	50.52370405
927	50.50530109
928	50.49503392
929	50.48088362
930	50.44982645
931	50.43188284
932	50.41661238
933	50.40001487
934	50.39079167
935	50.36962043
936	50.35657284
937	50.34082947
938	50.32351843
939	50.30359553
940	50.2956298
941	50.27817802
942	50.27118506
943	50.25771219
944	50.25103302
945	50.23477233
946	50.22594593
947	50.21257227
948	50.19358502
949	50.18793106
950	50.17771886
951	50.16789374
952	50.15154798
953	50.1321547
954	50.12083752
955	50.11706656
956	50.11197458
957	50.09908954
958	50.08112865
959	50.06749452
960	50.05028199
961	50.02413723
962	50.01855421
963	50.00769039
964	49.99222419
965	49.97539499
966	49.96119624
967	49.93670409
968	49.91041168
969	49.89088245
970	49.87331767
971	49.86063829
972	49.84085843
973	49.82977941
974	49.81287755
975	49.79529226
976	49.78115882
977	49.76447489
978	49.75378922
979	49.74116676
980	49.72979986
981	49.72563661
982	49.70835298
983	49.69084595
984	49.67725158
985	49.66515593
986	49.64869296
987	49.62423871
988	49.60064588
989	49.57943628
990	49.56630488
991	49.56543941
992	49.55057409
993	49.53066824
994	49.52882332
995	49.50528362
996	49.48386556
997	49.4712126
998	49.45844042
999	49.43331393
